# species	aspect:kind,...
obstagoon	mythical_frosted:texture,mythical_plasma:texture,mythical_radioactive:texture,mythical_rainbow:texture,mythical_shadow:texture,mythical_smp_v3:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
perrserker	mythical_blazing:texture,mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sirfetchd	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
milcery	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
alcremie	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
falinks	mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
stonjourner	mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
eiscue	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cufant	mythical_blazing:texture,mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
copperajah	mythical_blazing:texture,mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dracozolt	mythical_marine:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
arctozolt	mythical_marine:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dracovish	mythical_marine:texture,mythical_spectre:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
arctovish	mythical_marine:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dreepy	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
drakloak	mythical_pixie:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dragapult	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
wyrdeer	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
kleavor	mythical_gilded:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ursaluna	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
basculegion	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sneasler	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
overqwil	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sprigatito	mythical_frosted:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
floragato	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_twilight:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
meowscarada	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_twilight:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fuecoco	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
crocalor	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
skeledirge	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
quaxly	mythical_blazing:texture,mythical_gilded:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
quaxwell	mythical_blazing:texture,mythical_gilded:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
quaquaval	mythical_blazing:texture,mythical_gilded:texture,mythical_rainbow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lechonk	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
oinkologne	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tandemaus	mythical_pixie:texture,mythical_smp_v2:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
maushold	mythical_pixie:texture,mythical_smp_v2:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fidough	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dachsbun	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
squawkabilly	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
nacli	mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
naclstack	mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
garganacl	mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
charcadet	mythical_gilded:texture,mythical_plasma:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
armarouge	mythical_frosted:texture,mythical_gilded:texture,mythical_plasma:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ceruledge	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
maschiff	mythical_jungle:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mabosstiff	mythical_jungle:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
shroodle	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
grafaiai	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
flittle	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
espathra	mythical_smp_v2:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tinkatink	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tinkatuff	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tinkaton	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
varoom	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
revavroom	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
glimmet	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
glimmora	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cetoddle	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cetitan	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tatsugiri	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
annihilape	mythical_blazing:texture,mythical_gilded:texture,mythical_ominous:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
clodsire	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gimmighoul	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gholdengo	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
walkingwake	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_ominous:texture,mythical_pixie:texture,mythical_radioactive:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_shadow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ironleaves	mythical_blazing:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
